symbol,company_name,fiscal_year,end_date,period,total_revenue,gross_profit,operating_income,net_income,eps,gross_margin,operating_margin,net_margin,currency,source,validation_status,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
AMD,"Advanced Micro Devices, Inc.",2020,2020-12-26,FY,9763000000,2447000000,451000000,337000000,0.32,0.2506401720782546,0.04619481716685445,0.03451807845948991,USD,SEC,VALIDATED,INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2020,2020-03-28,Q1,1786000000,818000000,177000000,162000000,0.14,0.458006718924972,0.09910414333706608,0.09070548712206047,USD,SEC,"DISCREPANCY: SEC=1,786,000,000 vs AV=9,763,000,000 (446.6%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2020,2020-06-27,Q2,1932000000,848000000,173000000,157000000,0.13,0.4389233954451346,0.08954451345755693,0.08126293995859213,USD,SEC,"DISCREPANCY: SEC=1,932,000,000 vs AV=9,763,000,000 (405.3%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2020,2020-09-26,Q3,2801000000,1230000000,449000000,390000000,0.32,0.4391288825419493,0.1602998928953945,0.13923598714744734,USD,SEC,"DISCREPANCY: SEC=2,801,000,000 vs AV=9,763,000,000 (248.6%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2021,2021-12-25,FY,16434000000,2868000000,631000000,341000000,0.3,0.17451624680540342,0.03839600827552635,0.020749665327978582,USD,SEC,VALIDATED,INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2021,2021-03-27,Q1,3445000000,1587000000,662000000,555000000,0.45,0.4606676342525399,0.19216255442670538,0.16110304789550073,USD,SEC,"DISCREPANCY: SEC=3,445,000,000 vs AV=16,434,000,000 (377.0%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2021,2021-06-26,Q2,3850000000,1830000000,831000000,710000000,0.58,0.4753246753246753,0.21584415584415584,0.18441558441558442,USD,SEC,"DISCREPANCY: SEC=3,850,000,000 vs AV=16,434,000,000 (326.9%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2021,2021-09-25,Q3,4313000000,2086000000,948000000,923000000,0.75,0.48365406909343844,0.21980060282865754,0.21400417342916764,USD,SEC,"DISCREPANCY: SEC=4,313,000,000 vs AV=16,434,000,000 (281.0%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2022,2022-12-31,FY,23601000000,4347000000,1369000000,2490000000,2.06,0.18418711071564764,0.05800601669420787,0.10550400406762425,USD,SEC,VALIDATED,INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
AMD,"Advanced Micro Devices, Inc.",2022,2022-03-26,Q1,5887000000,2818000000,951000000,786000000,0.56,0.4786818413453372,0.16154238151860031,0.13351452352641413,USD,SEC,"DISCREPANCY: SEC=5,887,000,000 vs AV=23,601,000,000 (300.9%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,True,2026-02-06 00:40:08,2026-02-06 00:40:08,2026-02-06 00:40:08.139170
